country,variety,title,points,price,iso_alpha,price_grade,points_grade,title_grade
Italy,Malvar,1,88.0,35.0,ITA,Very Expensive,Good,Not so much
Italy,Malvasia,23,87.21739130434783,27.73913043478261,ITA,Expensive,Not so good,Very Numerous
Italy,Malvasia Bianca,3,88.0,26.0,ITA,Expensive,Good,Numerous
Italy,Malvasia Istriana,2,84.5,18.5,ITA,Cheap,Not good,Not so much
Italy,Malvasia Nera,5,87.16666666666667,39.333333333333336,ITA,Very Expensive,Not so good,Numerous
Italy,Malvasia di Candia,2,87.0,22.5,ITA,Cheap,Not so good,Not so much
Italy,Mantonico,5,88.4,27.8,ITA,Expensive,Good,Numerous
Italy,Manzoni,5,86.8,22.6,ITA,Cheap,Not so good,Numerous
Italy,Marzemino,3,86.33333333333333,52.333333333333336,ITA,Very Expensive,Not so good,Numerous
Italy,Merlot,127,89.59420289855072,92.76086956521739,ITA,Very Expensive,Very Good,Very Numerous
Italy,Merlot-Cabernet,1,86.0,19.0,ITA,Cheap,Not good,Not so much
Italy,Mondeuse,2,89.5,48.0,ITA,Very Expensive,Very Good,Not so much
Italy,Monica,3,86.5,16.0,ITA,Very cheap,Not so good,Numerous
Italy,Montepulciano,165,86.82485875706215,24.75141242937853,ITA,Expensive,Not so good,Very Numerous
Italy,Moscadello,3,89.33333333333333,40.0,ITA,Very Expensive,Very Good,Numerous
Italy,Moscato,123,87.4,22.85185185185185,ITA,Expensive,Not so good,Very Numerous
Italy,Moscato Giallo,12,86.58333333333333,23.083333333333332,ITA,Expensive,Not so good,Numerous
Italy,Moscato Rosa,2,90.0,33.5,ITA,Very Expensive,Very Good,Not so much
Italy,Moscato di Noto,1,92.0,40.0,ITA,Very Expensive,Very Good,Not so much
Italy,Muscat,1,86.0,10.0,ITA,Very cheap,Not good,Not so much
Italy,Müller-Thurgau,28,87.5,22.53125,ITA,Cheap,Not so good,Very Numerous
Italy,Nascetta,4,87.75,27.0,ITA,Expensive,Not so good,Numerous
Italy,Nasco,2,90.5,37.5,ITA,Very Expensive,Very Good,Not so much
Italy,Nebbiolo,2093,90.39646799116998,66.44724061810155,ITA,Very Expensive,Very Good,Very Numerous
Italy,Negroamaro,68,86.66666666666667,18.59722222222222,ITA,Cheap,Not so good,Very Numerous
Italy,Nerello Cappuccio,5,89.83333333333333,36.833333333333336,ITA,Very Expensive,Very Good,Numerous
Italy,Nerello Mascalese,96,89.71428571428571,40.49523809523809,ITA,Very Expensive,Very Good,Very Numerous
Italy,Nero d'Avola,285,87.5031055900621,23.263975155279503,ITA,Expensive,Not so good,Very Numerous
Italy,Nero di Troia,15,87.77777777777777,28.444444444444443,ITA,Expensive,Not so good,Very Numerous
Italy,Nosiola,7,88.125,30.875,ITA,Expensive,Good,Numerous
Italy,Nuragus,3,88.33333333333333,16.0,ITA,Very cheap,Good,Numerous
Italy,Pallagrello,8,87.77777777777777,35.77777777777778,ITA,Very Expensive,Not so good,Numerous
Italy,Pallagrello Bianco,5,87.6,31.6,ITA,Expensive,Not so good,Numerous
Italy,Pallagrello Nero,4,87.8,41.0,ITA,Very Expensive,Not so good,Numerous
Italy,Passerina,16,85.94736842105263,16.473684210526315,ITA,Very cheap,Not good,Very Numerous
Italy,Pecorino,39,87.28888888888889,19.77777777777778,ITA,Cheap,Not so good,Very Numerous
Italy,Perricone,6,88.71428571428571,27.285714285714285,ITA,Expensive,Good,Numerous
Italy,Petit Manseng,3,88.0,38.666666666666664,ITA,Very Expensive,Good,Numerous
Italy,Petit Verdot,7,89.75,38.0,ITA,Very Expensive,Very Good,Numerous
Italy,Picolit,22,91.5,70.0909090909091,ITA,Very Expensive,Very Good,Very Numerous
Italy,Piedirosso,12,87.16666666666667,21.416666666666668,ITA,Cheap,Not so good,Numerous
Italy,Pigato,1,84.0,23.0,ITA,Expensive,Not good,Not so much
Italy,Pignoletto,3,83.66666666666667,16.333333333333332,ITA,Very cheap,Not good,Numerous
Italy,Pignolo,1,92.0,70.0,ITA,Very Expensive,Very Good,Not so much
Italy,Pinot Bianco,135,88.52413793103449,26.386206896551723,ITA,Expensive,Good,Very Numerous
Italy,Pinot Grigio,521,86.63082437275986,18.204301075268816,ITA,Cheap,Not so good,Very Numerous
Italy,Pinot Nero,125,88.82517482517483,35.27272727272727,ITA,Very Expensive,Good,Very Numerous
Italy,Pinot Noir,6,86.83333333333333,24.5,ITA,Expensive,Not so good,Numerous
Italy,Primitivo,96,86.6,21.78,ITA,Cheap,Not so good,Very Numerous
Italy,Prié Blanc,5,88.2,24.2,ITA,Expensive,Good,Numerous
Italy,Prosecco,31,87.0909090909091,23.393939393939394,ITA,Expensive,Not so good,Very Numerous
Italy,Prugnolo Gentile,32,88.71875,47.53125,ITA,Very Expensive,Good,Very Numerous
Italy,Pugnitello,3,87.66666666666667,49.0,ITA,Very Expensive,Not so good,Numerous
Italy,Raboso,9,87.16666666666667,28.166666666666668,ITA,Expensive,Not so good,Numerous
Italy,Rebo,2,88.0,27.0,ITA,Expensive,Good,Not so much
Italy,Red Blend,2990,88.86148648648648,39.739250614250615,ITA,Very Expensive,Good,Very Numerous
Italy,Refosco,6,86.28571428571429,29.714285714285715,ITA,Expensive,Not good,Numerous
Italy,Ribolla Gialla,55,87.58461538461539,28.56923076923077,ITA,Expensive,Not so good,Very Numerous
Italy,Riesling,20,87.9090909090909,21.0,ITA,Cheap,Not so good,Very Numerous
Italy,Rosato,75,86.70370370370371,17.34567901234568,ITA,Cheap,Not so good,Very Numerous
Italy,Rosé,48,86.11320754716981,15.622641509433961,ITA,Very cheap,Not good,Very Numerous
Italy,Roviello,1,93.0,28.0,ITA,Expensive,Very Good,Not so much
Italy,Ruché,10,86.83333333333333,26.666666666666668,ITA,Expensive,Not so good,Numerous
Italy,Sagrantino,85,90.07865168539325,53.38202247191011,ITA,Very Expensive,Very Good,Very Numerous
Italy,Sangiovese,1757,88.91713844570252,49.11631497683994,ITA,Very Expensive,Good,Very Numerous
Italy,Sangiovese Grosso,544,90.8078231292517,65.67006802721089,ITA,Very Expensive,Very Good,Very Numerous
Italy,Sauvignon,251,88.27112676056338,27.06338028169014,ITA,Expensive,Good,Very Numerous
Italy,Sauvignon Blanc,43,86.95454545454545,23.295454545454547,ITA,Expensive,Not so good,Very Numerous
Italy,Schiava,21,88.17391304347827,19.043478260869566,ITA,Cheap,Good,Very Numerous
Italy,Shiraz,4,86.75,16.75,ITA,Very cheap,Not so good,Numerous
Italy,Sirica,2,92.5,23.0,ITA,Expensive,Very Good,Not so much
Italy,Sparkling Blend,154,89.40963855421687,47.9277108433735,ITA,Very Expensive,Very Good,Very Numerous
Italy,Susumaniello,5,89.0,30.8,ITA,Expensive,Very Good,Numerous
Italy,Sylvaner,12,88.6923076923077,23.615384615384617,ITA,Expensive,Good,Numerous
Italy,Syrah,113,88.86821705426357,52.85271317829457,ITA,Very Expensive,Good,Very Numerous
Italy,Sémillon,1,86.0,15.0,ITA,Very cheap,Not good,Not so much
Italy,Tannat,1,86.0,28.0,ITA,Expensive,Not good,Not so much
Italy,Tempranillo,6,88.66666666666667,31.0,ITA,Expensive,Good,Numerous
Italy,Teroldego,13,89.9375,33.9375,ITA,Very Expensive,Very Good,Numerous
Italy,Teroldego Rotaliano,1,86.0,15.0,ITA,Very cheap,Not good,Not so much
Italy,Timorasso,4,90.6,41.6,ITA,Very Expensive,Very Good,Numerous
Italy,Tintilia ,1,87.0,25.0,ITA,Expensive,Not so good,Not so much
Italy,Tocai,8,88.375,22.25,ITA,Cheap,Good,Numerous
Italy,Tocai Friulano,5,87.4,38.2,ITA,Very Expensive,Not so good,Numerous
Italy,Torbato,1,91.0,20.0,ITA,Cheap,Very Good,Not so much
Italy,Traminer,7,87.42857142857143,16.857142857142858,ITA,Very cheap,Not so good,Numerous
Italy,Trebbiano,36,87.28947368421052,23.13157894736842,ITA,Expensive,Not so good,Very Numerous
Italy,Trebbiano Spoletino,5,87.6,22.4,ITA,Cheap,Not so good,Numerous
Italy,Trebbiano di Lugana,3,87.66666666666667,29.333333333333332,ITA,Expensive,Not so good,Numerous
Italy,Turbiana,123,88.89864864864865,23.89189189189189,ITA,Expensive,Good,Very Numerous
Italy,Uva di Troia,11,87.6923076923077,24.46153846153846,ITA,Expensive,Not so good,Numerous
Italy,Uvalino,1,88.0,29.0,ITA,Expensive,Good,Not so much
Italy,Veltliner,4,90.0,29.5,ITA,Expensive,Very Good,Numerous
Italy,Verdeca,5,86.2,15.6,ITA,Very cheap,Not good,Numerous
Italy,Verdicchio,144,87.83647798742139,21.82389937106918,ITA,Cheap,Not so good,Very Numerous
Italy,Verduzzo,4,88.8,33.0,ITA,Very Expensive,Good,Numerous
Italy,Verduzzo Friulano ,3,88.66666666666667,54.333333333333336,ITA,Very Expensive,Good,Numerous
Italy,Vermentino,126,87.68794326241135,22.69503546099291,ITA,Cheap,Not so good,Very Numerous
Italy,Vermentino Nero,1,88.0,45.0,ITA,Very Expensive,Good,Not so much
Italy,Vernaccia,113,87.3515625,18.6484375,ITA,Cheap,Not so good,Very Numerous
Italy,Vespaiolo,1,92.0,40.0,ITA,Very Expensive,Very Good,Not so much
Italy,Vespolina,2,88.0,25.0,ITA,Expensive,Good,Not so much
Italy,Viognier,12,87.08333333333333,30.166666666666668,ITA,Expensive,Not so good,Numerous
Italy,Vitovska,2,90.5,85.0,ITA,Very Expensive,Very Good,Not so much
Italy,White Blend,607,87.96177370030581,28.201834862385322,ITA,Expensive,Good,Very Numerous
Italy,Zibibbo,25,89.82142857142857,37.357142857142854,ITA,Very Expensive,Very Good,Very Numerous
Lebanon,Chardonnay,1,88.0,30.0,LBN,Expensive,Good,Not so much
Lebanon,Red Blend,15,87.9375,37.1875,LBN,Very Expensive,Not so good,Very Numerous
Lebanon,Rhône-style Red Blend,1,91.0,27.0,LBN,Expensive,Very Good,Not so much
Lebanon,Rosé,4,87.0,18.0,LBN,Cheap,Not so good,Numerous
Lebanon,Syrah-Cabernet Sauvignon,2,91.0,35.0,LBN,Very Expensive,Very Good,Not so much
Lebanon,White Blend,9,86.6,26.2,LBN,Expensive,Not so good,Numerous
Luxembourg,Auxerrois,1,90.0,22.0,LUX,Cheap,Very Good,Not so much
Luxembourg,Riesling,1,88.0,23.0,LUX,Expensive,Good,Not so much
Macedonia,Chardonnay,1,87.0,15.0,MKD,Very cheap,Not so good,Not so much
Macedonia,Pinot Noir,2,86.0,15.0,MKD,Very cheap,Not good,Not so much
Macedonia,Red Blend,1,86.0,16.0,MKD,Very cheap,Not good,Not so much
Macedonia,Rkatsiteli,1,88.0,15.0,MKD,Very cheap,Good,Not so much
Macedonia,Sauvignon,1,88.0,15.0,MKD,Very cheap,Good,Not so much
Macedonia,Vranec,3,87.33333333333333,17.0,MKD,Cheap,Not so good,Numerous
Macedonia,White Blend,1,85.0,15.0,MKD,Very cheap,Not good,Not so much
Macedonia,Žilavka,1,88.0,15.0,MKD,Very cheap,Good,Not so much
Mexico,Bordeaux-style Red Blend,1,88.0,40.0,MEX,Very Expensive,Good,Not so much
Mexico,Cabernet Blend,1,87.0,20.0,MEX,Cheap,Not so good,Not so much
Mexico,Cabernet Franc,1,86.0,39.0,MEX,Very Expensive,Not good,Not so much
Mexico,Cabernet Sauvignon,8,84.25,33.375,MEX,Very Expensive,Not good,Numerous
Mexico,Cabernet Sauvignon-Merlot,1,86.0,23.0,MEX,Expensive,Not good,Not so much
Mexico,Chardonnay,9,83.55555555555556,17.0,MEX,Cheap,Not good,Numerous
Mexico,Chenin Blanc,3,83.0,13.333333333333334,MEX,Very cheap,Not good,Numerous
Mexico,Cinsault,1,80.0,15.0,MEX,Very cheap,Not good,Not so much
Mexico,Grenache,1,85.0,28.0,MEX,Expensive,Not good,Not so much
Mexico,Merlot,1,82.0,30.0,MEX,Expensive,Not good,Not so much
Mexico,Muscatel,1,87.0,19.0,MEX,Cheap,Not so good,Not so much
Mexico,Nebbiolo,6,86.16666666666667,24.333333333333332,MEX,Expensive,Not good,Numerous
Mexico,Petite Sirah,3,84.66666666666667,13.666666666666666,MEX,Very cheap,Not good,Numerous
Mexico,Red Blend,13,88.0,43.642857142857146,MEX,Very Expensive,Good,Numerous
Mexico,Rosado,1,86.0,17.0,MEX,Cheap,Not good,Not so much
Mexico,Rosé,2,82.5,23.0,MEX,Expensive,Not good,Not so much
Mexico,Sauvignon Blanc,7,84.71428571428571,15.428571428571429,MEX,Very cheap,Not good,Numerous
Mexico,Sauvignon Blanc-Chenin Blanc,1,86.0,22.0,MEX,Cheap,Not good,Not so much
Mexico,Shiraz,1,82.0,23.0,MEX,Expensive,Not good,Not so much
Mexico,Syrah,1,83.0,35.0,MEX,Very Expensive,Not good,Not so much
Mexico,Syrah-Mourvèdre,1,91.0,45.0,MEX,Very Expensive,Very Good,Not so much
Mexico,Tempranillo,2,82.5,24.0,MEX,Expensive,Not good,Not so much
Mexico,White Blend,2,85.5,20.0,MEX,Cheap,Not good,Not so much
Moldova,Bordeaux-style Red Blend,2,90.0,35.0,MDA,Very Expensive,Very Good,Not so much
Moldova,Cabernet Sauvignon,7,87.75,14.125,MDA,Very cheap,Not so good,Numerous
Moldova,Champagne Blend,1,83.0,12.0,MDA,Very cheap,Not good,Not so much
Moldova,Chardonnay,2,86.5,20.0,MDA,Cheap,Not so good,Not so much
Moldova,Feteasca,1,88.0,13.0,MDA,Very cheap,Good,Not so much
Moldova,Feteasca Neagra,1,88.0,12.0,MDA,Very cheap,Good,Not so much
Moldova,Feteascǎ Regalǎ,1,87.0,11.0,MDA,Very cheap,Not so good,Not so much
Moldova,Merlot,2,86.5,9.0,MDA,Very cheap,Not so good,Not so much
Moldova,Merlot-Cabernet Sauvignon,1,87.0,16.0,MDA,Very cheap,Not so good,Not so much
Moldova,Muscat,5,84.6,9.2,MDA,Very cheap,Not good,Numerous
Moldova,Pinot Grigio,2,87.0,12.666666666666666,MDA,Very cheap,Not so good,Not so much
Moldova,Pinot Gris,2,86.0,9.0,MDA,Very cheap,Not good,Not so much
Moldova,Rara Neagra,2,89.5,17.5,MDA,Cheap,Very Good,Not so much
Moldova,Red Blend,11,87.81818181818181,22.545454545454547,MDA,Cheap,Not so good,Numerous
Moldova,Riesling,1,90.0,23.0,MDA,Expensive,Very Good,Not so much
Moldova,Rosé,1,90.0,16.0,MDA,Very cheap,Very Good,Not so much
Moldova,Saperavi,1,82.0,13.0,MDA,Very cheap,Not good,Not so much
Moldova,Sauvignon Blanc,3,85.66666666666667,13.0,MDA,Very cheap,Not good,Numerous
Moldova,Traminer,2,88.5,13.0,MDA,Very cheap,Good,Not so much
Moldova,White Blend,6,88.33333333333333,24.5,MDA,Expensive,Good,Numerous
Morocco,Cabernet Blend,1,89.0,18.0,MAR,Cheap,Very Good,Not so much
Morocco,Cabernet Sauvignon Grenache,1,89.0,14.0,MAR,Very cheap,Very Good,Not so much
Morocco,Chardonnay,3,88.33333333333333,18.0,MAR,Cheap,Good,Numerous
Morocco,Red Blend,7,89.625,19.375,MAR,Cheap,Very Good,Numerous
Morocco,Sauvignon Blanc,3,88.0,18.0,MAR,Cheap,Good,Numerous
Morocco,Syrah,4,89.75,17.75,MAR,Cheap,Very Good,Numerous
Morocco,Syrah-Grenache,2,87.33333333333333,33.333333333333336,MAR,Very Expensive,Not so good,Not so much
Morocco,White Blend,3,86.33333333333333,14.666666666666666,MAR,Very cheap,Not so good,Numerous
New Zealand,Bordeaux-style Red Blend,22,90.66666666666667,46.875,NZL,Very Expensive,Very Good,Very Numerous
New Zealand,Cabernet Merlot,1,90.0,25.0,NZL,Expensive,Very Good,Not so much
New Zealand,Cabernet Sauvignon,2,87.0,18.0,NZL,Cheap,Not so good,Not so much
New Zealand,Cabernet Sauvignon-Merlot,3,90.33333333333333,32.0,NZL,Very Expensive,Very Good,Numerous
New Zealand,Chardonnay,101,88.75229357798165,30.495412844036696,NZL,Expensive,Good,Very Numerous
New Zealand,Chenin Blanc,3,89.66666666666667,25.666666666666668,NZL,Expensive,Very Good,Numerous
New Zealand,Gewürztraminer,3,88.0,21.0,NZL,Cheap,Good,Numerous
New Zealand,Grüner Veltliner,4,88.6,20.4,NZL,Cheap,Good,Numerous
New Zealand,Malbec,1,88.0,18.0,NZL,Cheap,Good,Not so much
New Zealand,Merlot,9,89.22222222222223,30.666666666666668,NZL,Expensive,Very Good,Numerous
New Zealand,Merlot-Cabernet,1,88.0,29.0,NZL,Expensive,Good,Not so much
New Zealand,Merlot-Cabernet Franc,1,89.0,39.0,NZL,Very Expensive,Very Good,Not so much
New Zealand,Merlot-Malbec,3,87.33333333333333,20.0,NZL,Cheap,Not so good,Numerous
New Zealand,Pinot Grigio,3,87.33333333333333,14.666666666666666,NZL,Very cheap,Not so good,Numerous
New Zealand,Pinot Gris,55,87.65573770491804,20.60655737704918,NZL,Cheap,Not so good,Very Numerous
New Zealand,Pinot Noir,430,88.3319587628866,34.942268041237114,NZL,Very Expensive,Good,Very Numerous
New Zealand,Red Blend,1,89.0,30.0,NZL,Expensive,Very Good,Not so much
New Zealand,Riesling,54,88.0,19.818181818181817,NZL,Cheap,Good,Very Numerous
New Zealand,Rosé,5,86.2,16.8,NZL,Very cheap,Not good,Numerous
New Zealand,Sauvignon Blanc,484,88.05914972273567,18.719038817005547,NZL,Cheap,Good,Very Numerous
New Zealand,Sauvignon Blanc-Semillon,3,86.0,25.333333333333332,NZL,Expensive,Not good,Numerous
New Zealand,Semillon-Sauvignon Blanc,1,82.0,14.0,NZL,Very cheap,Not good,Not so much
New Zealand,Sparkling Blend,3,87.0,30.0,NZL,Expensive,Not so good,Numerous
New Zealand,Syrah,38,90.53488372093024,42.23255813953488,NZL,Very Expensive,Very Good,Very Numerous
New Zealand,White Blend,1,90.0,16.0,NZL,Very cheap,Very Good,Not so much
Peru,Cabernet Sauvignon-Syrah,1,84.0,17.0,PER,Cheap,Not good,Not so much
Peru,Chardonnay,1,82.0,14.0,PER,Very cheap,Not good,Not so much
Peru,Malbec,2,84.5,14.5,PER,Very cheap,Not good,Not so much
Peru,Malbec-Merlot,1,85.0,17.0,PER,Cheap,Not good,Not so much
Peru,Petit Verdot,1,84.0,20.0,PER,Cheap,Not good,Not so much
Peru,Red Blend,4,84.5,28.75,PER,Expensive,Not good,Numerous
Peru,Sauvignon Blanc,1,84.0,14.0,PER,Very cheap,Not good,Not so much
Peru,Sparkling Blend,1,80.0,15.0,PER,Very cheap,Not good,Not so much
Peru,Syrah,1,81.0,14.0,PER,Very cheap,Not good,Not so much
Peru,Tannat,1,85.0,14.0,PER,Very cheap,Not good,Not so much
Peru,White Blend,2,82.5,10.0,PER,Very cheap,Not good,Not so much
Portugal,Alfrocheiro,13,88.86666666666666,26.666666666666668,PRT,Expensive,Good,Numerous
Portugal,Alicante Bouschet,37,89.9,32.975,PRT,Very Expensive,Very Good,Very Numerous
Portugal,Alvarelhão,1,88.0,24.0,PRT,Expensive,Good,Not so much
Portugal,Alvarinho,101,88.56521739130434,19.347826086956523,PRT,Cheap,Good,Very Numerous
Portugal,Alvarinho-Chardonnay,4,86.75,11.25,PRT,Very cheap,Not so good,Numerous
Portugal,Antão Vaz,15,87.70588235294117,19.764705882352942,PRT,Cheap,Not so good,Very Numerous
Portugal,Aragonez,5,88.0,23.5,PRT,Expensive,Good,Numerous
Portugal,Aragonês,6,89.14285714285714,29.571428571428573,PRT,Expensive,Very Good,Numerous
Portugal,Arinto,57,87.2063492063492,15.825396825396826,PRT,Very cheap,Not so good,Very Numerous
Portugal,Avesso,6,88.0,16.333333333333332,PRT,Very cheap,Good,Numerous
Portugal,Azal,3,86.0,13.666666666666666,PRT,Very cheap,Not good,Numerous
Portugal,Baga,24,90.46153846153847,37.19230769230769,PRT,Very Expensive,Very Good,Very Numerous
Portugal,Baga-Touriga Nacional,2,91.0,40.0,PRT,Very Expensive,Very Good,Not so much
Portugal,Bastardo,1,86.0,32.0,PRT,Very Expensive,Not good,Not so much
Portugal,Bical,12,86.5,15.25,PRT,Very cheap,Not so good,Numerous
Portugal,Bordeaux-style Red Blend,5,93.0,41.2,PRT,Very Expensive,Very Good,Numerous
Portugal,Bual,6,94.33333333333333,100.0,PRT,Very Expensive,Very Good,Numerous
Portugal,Cabernet Blend,1,86.0,13.0,PRT,Very cheap,Not good,Not so much
Portugal,Cabernet Sauvignon,13,88.4,19.4,PRT,Cheap,Good,Numerous
Portugal,Cabernet Sauvignon-Syrah,1,90.0,22.0,PRT,Cheap,Very Good,Not so much
Portugal,Castelão,27,87.64516129032258,16.806451612903224,PRT,Very cheap,Not so good,Very Numerous
Portugal,Cerceal,3,89.66666666666667,44.666666666666664,PRT,Very Expensive,Very Good,Numerous
Portugal,Cercial,1,88.0,50.0,PRT,Very Expensive,Good,Not so much
Portugal,Chardonnay,15,87.6470588235294,17.647058823529413,PRT,Cheap,Not so good,Very Numerous
Portugal,Chardonnay-Viognier,1,86.0,20.0,PRT,Cheap,Not good,Not so much
Portugal,Chenin Blanc,3,90.33333333333333,19.666666666666668,PRT,Cheap,Very Good,Numerous
Portugal,Códega do Larinho,4,87.75,18.0,PRT,Cheap,Not so good,Numerous
Portugal,Encruzado,29,89.82352941176471,24.147058823529413,PRT,Expensive,Very Good,Very Numerous
Portugal,Fernão Pires,26,87.34615384615384,21.26923076923077,PRT,Cheap,Not so good,Very Numerous
Portugal,Gewürztraminer,1,85.0,20.0,PRT,Cheap,Not good,Not so much
Portugal,Gewürztraminer-Riesling,1,82.0,28.0,PRT,Expensive,Not good,Not so much
Portugal,Gouveio,2,88.5,22.5,PRT,Cheap,Good,Not so much
Portugal,Jaen,5,90.6,33.2,PRT,Very Expensive,Very Good,Numerous
Portugal,Jampal,1,88.0,25.0,PRT,Expensive,Good,Not so much
Portugal,Loureiro,23,87.25,12.875,PRT,Very cheap,Not so good,Very Numerous
Portugal,Loureiro-Arinto,1,86.0,10.0,PRT,Very cheap,Not good,Not so much
Portugal,Malvasia,1,88.0,30.0,PRT,Expensive,Good,Not so much
Portugal,Malvasia Fina,2,88.0,23.5,PRT,Expensive,Good,Not so much
Portugal,Maria Gomes,1,88.0,11.0,PRT,Very cheap,Good,Not so much
Portugal,Maria Gomes-Bical,1,86.0,25.0,PRT,Expensive,Not good,Not so much
Portugal,Merlot,12,88.75,19.75,PRT,Cheap,Good,Numerous
Portugal,Merlot-Syrah,1,88.0,24.0,PRT,Expensive,Good,Not so much
Portugal,Moscatel,10,89.63636363636364,50.90909090909091,PRT,Very Expensive,Very Good,Numerous
Portugal,Moscatel Graúdo,2,87.5,13.0,PRT,Very cheap,Not so good,Not so much
Portugal,Moscatel Roxo,4,89.25,22.0,PRT,Cheap,Very Good,Numerous
Portugal,Muscat,2,87.0,8.5,PRT,Very cheap,Not so good,Not so much
Portugal,Petit Verdot,7,90.42857142857143,30.428571428571427,PRT,Expensive,Very Good,Numerous
Portugal,Petite Verdot,2,90.5,33.0,PRT,Very Expensive,Very Good,Not so much
Portugal,Pinot Noir,14,88.2,31.933333333333334,PRT,Expensive,Good,Numerous
Portugal,Port,247,91.43023255813954,84.63953488372093,PRT,Very Expensive,Very Good,Very Numerous
Portugal,Portuguese Red,2012,88.87089416058394,24.842153284671532,PRT,Expensive,Good,Very Numerous
Portugal,Portuguese Rosé,10,84.72727272727273,17.09090909090909,PRT,Cheap,Not good,Numerous
Portugal,Portuguese Sparkling,24,86.51851851851852,21.555555555555557,PRT,Cheap,Not so good,Very Numerous
Portugal,Portuguese White,897,86.95505617977528,15.338100102145045,PRT,Very cheap,Not so good,Very Numerous
Portugal,Rabigato,2,89.0,34.0,PRT,Very Expensive,Very Good,Not so much
Portugal,Ramisco,1,93.0,495.0,PRT,Very Expensive,Very Good,Not so much
Portugal,Red Blend,7,88.57142857142857,21.571428571428573,PRT,Cheap,Good,Numerous
Portugal,Rhône-style Red Blend,3,92.66666666666667,45.0,PRT,Very Expensive,Very Good,Numerous
Portugal,Riesling,3,87.66666666666667,19.666666666666668,PRT,Cheap,Not so good,Numerous
Portugal,Rosado,1,86.0,13.0,PRT,Very cheap,Not good,Not so much
Portugal,Rosé,194,84.6029411764706,11.946078431372548,PRT,Very cheap,Not good,Very Numerous
Portugal,Sauvignon Blanc,22,86.69565217391305,18.869565217391305,PRT,Cheap,Not so good,Very Numerous
Portugal,Sercial,1,94.0,50.0,PRT,Very Expensive,Very Good,Not so much
Portugal,Shiraz,3,90.33333333333333,13.0,PRT,Very cheap,Very Good,Numerous
Portugal,Siria,10,87.36363636363636,14.272727272727273,PRT,Very cheap,Not so good,Numerous
Portugal,Sousão,6,88.125,36.75,PRT,Very Expensive,Good,Numerous
Portugal,Sparkling Blend,6,87.0,24.142857142857142,PRT,Expensive,Not so good,Numerous
Portugal,Syrah,38,88.76923076923077,30.692307692307693,PRT,Expensive,Good,Very Numerous
Portugal,Sémillon,3,90.33333333333333,31.0,PRT,Expensive,Very Good,Numerous
Portugal,Terrantez,1,95.0,236.0,PRT,Very Expensive,Very Good,Not so much
Portugal,Tinta Barroca,3,86.66666666666667,17.666666666666668,PRT,Cheap,Not so good,Numerous
Portugal,Tinta Cao,1,90.0,14.0,PRT,Very cheap,Very Good,Not so much
Portugal,Tinta Francisca,3,90.33333333333333,50.0,PRT,Very Expensive,Very Good,Numerous
Portugal,Tinta Miúda,2,87.66666666666667,18.666666666666668,PRT,Cheap,Not so good,Not so much
Portugal,Tinta Negra Mole,1,92.0,112.0,PRT,Very Expensive,Very Good,Not so much
Portugal,Tinta Roriz,10,88.5,29.4,PRT,Expensive,Good,Numerous
Portugal,Touriga Franca,6,88.57142857142857,27.0,PRT,Expensive,Good,Numerous
Portugal,Touriga Nacional,137,89.25,28.86842105263158,PRT,Expensive,Very Good,Very Numerous
Portugal,Touriga Nacional Blend,12,88.75,19.833333333333332,PRT,Cheap,Good,Numerous
Portugal,Touriga Nacional-Cabernet Sauvignon,25,88.07692307692308,14.038461538461538,PRT,Very cheap,Good,Very Numerous
Portugal,Trajadura,1,86.0,7.0,PRT,Very cheap,Not good,Not so much
Portugal,Trincadeira,21,87.75,19.833333333333332,PRT,Cheap,Not so good,Very Numerous
Portugal,Verdelho,22,87.23076923076923,23.76923076923077,PRT,Expensive,Not so good,Very Numerous
Portugal,Vinhão,1,88.0,18.0,PRT,Cheap,Good,Not so much
Portugal,Viognier,11,88.76923076923077,24.76923076923077,PRT,Expensive,Good,Numerous
Portugal,Viosinho,4,88.4,23.4,PRT,Expensive,Good,Numerous
Portugal,White Blend,7,88.42857142857143,23.428571428571427,PRT,Expensive,Good,Numerous
Romania,Cabernet Sauvignon,11,86.125,9.9375,ROU,Very cheap,Not good,Numerous
Romania,Chardonnay,11,86.33333333333333,11.416666666666666,ROU,Very cheap,Not so good,Numerous
Romania,Feteasca,1,87.0,22.0,ROU,Cheap,Not so good,Not so much
Romania,Feteasca Neagra,5,87.83333333333333,15.833333333333334,ROU,Very cheap,Not so good,Numerous
Romania,Feteascǎ Regalǎ,4,86.75,9.75,ROU,Very cheap,Not so good,Numerous
Romania,Gewürztraminer,1,86.0,8.0,ROU,Very cheap,Not good,Not so much
Romania,Merlot,9,86.1,19.4,ROU,Cheap,Not good,Numerous
Romania,Moscato,4,86.0,7.2,ROU,Very cheap,Not good,Numerous
Romania,Muskat Ottonel,1,88.0,11.0,ROU,Very cheap,Good,Not so much
Romania,Pinot Grigio,8,86.0,7.6,ROU,Very cheap,Not good,Numerous
Romania,Pinot Gris,2,86.66666666666667,16.333333333333332,ROU,Very cheap,Not so good,Not so much
Romania,Pinot Noir,14,86.2,9.266666666666667,ROU,Very cheap,Not good,Numerous
Romania,Red Blend,7,87.6,25.9,ROU,Expensive,Not so good,Numerous
Romania,Riesling,4,84.25,86.25,ROU,Very Expensive,Not good,Numerous
